client_id,name,is_live,status,last_updated,onboarded_on,location,email,phone_number,risk_score,created_ts,updated_by
C0181,Leslie Moore,Y,Offboarded,26-09-2024,25-11-2024,Canada,wileyjeffrey@example.org,846.932.7049x9584,0.2,25-11-2024 00:00,leslie07
C0182,Kristen Richards,Y,Inactive,05-04-2024,17-05-2025,USA,ijones@example.net,437.864.0301,0.13,17-05-2025 00:00,brooksbrandon
C0183,Mrs. Nicole Miller,Y,Active,10-05-2024,23-07-2024,Germany,williamellis@example.org,001-541-373-1787,0.51,23-07-2024 00:00,jromero
C0184,Leslie Turner,N,Active,13-11-2024,05-12-2024,Australia,vorr@example.org,354.404.5345x9233,0.18,05-12-2024 00:00,johnsanthony
C0185,Paula Garcia,Y,Inactive,18-01-2025,20-09-2024,Canada,anthonywalton@example.com,001-916-469-6855x63868,0.56,20-09-2024 00:00,twilliams
C0186,Megan Graham,Y,Active,14-03-2025,05-01-2025,USA,rhamilton@example.net,(947)556-5532x7487,0.53,05-01-2025 00:00,carrie93
C0187,Christopher Welch,N,Active,13-01-2024,09-12-2024,USA,wendy72@example.org,8308171463,0.18,09-12-2024 00:00,michaelsherman
C0188,Francisco Robinson,Y,Active,30-06-2025,27-02-2024,UK,whernandez@example.com,4244070583,0.66,27-02-2024 00:00,kristinascott
C0189,Joann Campbell,Y,Offboarded,09-02-2025,25-11-2024,USA,burchchristopher@example.net,001-338-988-8668x3673,0.58,25-11-2024 00:00,pateljay
C0190,Daniel Flores MD,Y,Inactive,04-04-2025,28-02-2025,India,ucarter@example.net,+1-820-398-2358x3897,0.39,28-02-2025 00:00,nicole10
C0191,Ashley Hurst,N,Inactive,30-09-2024,20-01-2025,Australia,fwoodard@example.net,863.891.7843,0.6,20-01-2025 00:00,ucarter
C0192,Nancy Jacobs,N,Inactive,21-02-2025,12-04-2025,Germany,bonnie91@example.com,719.455.9991x680,0.69,12-04-2025 00:00,danieldunn
C0193,Nancy Wright,N,Active,03-07-2025,01-08-2024,Germany,xroman@example.org,(686)620-8935,0.32,01-08-2024 00:00,amy08
C0194,Karen Evans,N,Offboarded,01-06-2025,04-04-2025,India,byrdchristopher@example.com,453-476-7042x699,0.5,04-04-2025 00:00,kavila
C0195,Sarah Stewart,Y,Active,07-06-2024,24-12-2024,Australia,nicole81@example.org,-3590,0.97,24-12-2024 00:00,denise90
C0196,Charles Bryant,N,Offboarded,19-07-2025,06-01-2025,Australia,jennifer07@example.org,+1-251-520-3140x84385,0.6,06-01-2025 00:00,jgarcia
C0197,Anthony Gardner,Y,Inactive,16-07-2025,03-06-2024,Germany,matthew82@example.net,9828716795,0.19,03-06-2024 00:00,adammeyer
C0198,Shelia Turner,Y,Inactive,12-01-2025,24-12-2024,Germany,ramirezjeremy@example.org,533-844-8754x4629,0.33,24-12-2024 00:00,swansonjoseph
C0199,John Webster,N,Active,07-04-2025,12-04-2025,Australia,timothywalls@example.org,6989693163,0.12,12-04-2025 00:00,greg20
C0200,Samuel Campbell II,N,Active,23-07-2024,10-02-2025,USA,lisa25@example.net,001-738-624-6141x3162,0.75,10-02-2025 00:00,amybennett
C0201,Edward French,Y,Inactive,19-03-2025,26-04-2025,Germany,bowenalexis@example.org,761.792.5920x088,0.06,26-04-2025 00:00,xphillips
C0202,Alyssa Morris,N,Active,03-12-2024,25-03-2025,Germany,andrewruiz@example.org,(659)990-5966,0.36,25-03-2025 00:00,williesmith
C0203,Wendy Martinez,N,Active,02-12-2024,27-02-2025,UK,espinozabrittany@example.org,(477)569-2993x445,0.41,27-02-2025 00:00,gordondevin
C0204,Todd Cardenas,N,Active,10-02-2024,29-03-2024,India,mmiller@example.net,001-968-231-6390,0.21,29-03-2024 00:00,thomas21
C0205,Donald Mclean,N,Inactive,05-07-2024,17-11-2024,Australia,connie39@example.net,652.773.3069x2988,0.66,17-11-2024 00:00,carrie34
C0206,Steven Curtis,N,Active,27-03-2025,24-02-2024,India,tabithahahn@example.com,+1-418-224-1797x1047,0.98,24-02-2024 00:00,lesliestewart
C0207,Lisa Wise,N,Inactive,10-07-2024,24-06-2024,India,wallanthony@example.net,+1-546-520-5807x5225,0.24,24-06-2024 00:00,hunterforbes
C0208,Kevin Ayers,Y,Inactive,07-06-2025,16-05-2024,USA,amy19@example.org,2608018610,0.03,16-05-2024 00:00,fward
C0209,Andrea King,N,Offboarded,23-11-2024,09-11-2024,India,aduran@example.org,+1-501-456-2301x005,0.13,09-11-2024 00:00,ronaldboyer
C0210,Katherine Black,Y,Active,23-07-2024,10-11-2024,UK,rmoore@example.net,5945472831,0.03,10-11-2024 00:00,gfarrell
C0211,Gary Sanders,Y,Inactive,09-02-2025,17-08-2024,Australia,vjames@example.net,001-520-513-1976x4728,0.84,17-08-2024 00:00,theresa08
C0212,Lori Moore,Y,Inactive,06-11-2024,11-11-2024,India,daniel91@example.com,820.310.2695x406,0.74,11-11-2024 00:00,jose41
C0213,Miss Michelle Fletcher,N,Active,10-02-2024,04-01-2024,Canada,toddconley@example.net,2588720237,0.96,04-01-2024 00:00,wandashepard
C0214,Kim Jones,Y,Inactive,10-01-2024,14-01-2025,UK,christopherhowell@example.org,405.278.2257x6307,0.3,14-01-2025 00:00,louisflores
C0215,Jorge Weaver,Y,Active,15-11-2024,07-01-2025,India,jenniferphillips@example.org,+1-735-848-0555x26788,0.21,07-01-2025 00:00,jasoncallahan
C0216,Rachel Brown,N,Inactive,20-08-2024,26-02-2024,Germany,fwright@example.org,844.571.3846x10012,0.76,26-02-2024 00:00,cswanson
C0217,Mrs. Theresa Hensley DDS,Y,Offboarded,13-07-2025,31-01-2025,UK,owenslouis@example.org,829.799.2775,0.2,31-01-2025 00:00,susan08
C0218,Marcus Cantu,N,Active,15-07-2025,07-03-2024,India,emontgomery@example.net,5402840450,0.38,07-03-2024 00:00,meyersjames
C0219,Crystal Maddox,N,Offboarded,07-09-2024,23-05-2025,USA,frenchjoshua@example.org,(326)923-3049x21905,0.27,23-05-2025 00:00,monique44
C0220,Janice Watkins,N,Inactive,14-02-2025,17-05-2024,UK,smallvirginia@example.com,273.575.1259,0.29,17-05-2024 00:00,roblesdonna
C0221,John Gaines,N,Offboarded,06-08-2024,06-09-2024,Canada,johnsonsteven@example.net,7219167579,0.06,06-09-2024 00:00,markmoore
C0222,Cheyenne Edwards,N,Active,27-06-2025,27-04-2024,UK,xolson@example.org,-8328,0.32,27-04-2024 00:00,darrellleon
C0223,Samantha Young,N,Offboarded,24-04-2025,07-06-2024,India,ryan41@example.net,220-544-1637x28535,0.4,07-06-2024 00:00,rbaker
C0224,Jeffery Banks,N,Offboarded,04-07-2024,02-03-2024,India,julialopez@example.net,001-231-849-6397x8004,0.63,02-03-2024 00:00,briandavis
C0225,Natalie Cole,N,Offboarded,05-01-2024,06-03-2024,Germany,marksmith@example.net,(573)378-4922x006,0.38,06-03-2024 00:00,whitechristina
C0226,Lisa Hernandez,N,Offboarded,30-03-2025,05-07-2024,UK,millerariel@example.com,(479)335-8037x431,0.1,05-07-2024 00:00,georgematthew
C0227,John Warren,Y,Offboarded,16-07-2024,10-05-2024,Australia,valerierhodes@example.com,001-423-441-4785x260,0.46,10-05-2024 00:00,christopher49
C0228,Michael Flores,N,Offboarded,16-03-2024,09-12-2024,India,lindsey86@example.com,001-732-604-6568x6850,0.01,09-12-2024 00:00,brandi65
C0229,Theresa Harris,N,Inactive,13-09-2024,15-01-2025,Canada,jonesjoseph@example.org,(678)985-1437x2095,0.09,15-01-2025 00:00,johnsongina
C0230,Brianna James,Y,Inactive,28-09-2024,18-01-2025,India,michael49@example.net,-5745,0.11,18-01-2025 00:00,greenejeanne
C0231,Steven Stephens,Y,Active,13-04-2024,17-06-2024,USA,ygates@example.com,001-773-813-5283x934,0.13,17-06-2024 00:00,asmith
C0232,Erin Andrews,N,Inactive,15-11-2024,13-02-2025,Australia,jamesperez@example.org,700.379.4905x5179,0.86,13-02-2025 00:00,conniephillips
C0233,James Lang,Y,Active,08-01-2024,11-10-2024,India,kevincrawford@example.net,660.294.4263x966,0.7,11-10-2024 00:00,jasonbarr
C0234,Tracy Singh,N,Offboarded,13-05-2024,11-02-2024,Germany,jhughes@example.net,764.258.0232,0.4,11-02-2024 00:00,cookjeffrey
C0235,Jennifer Curtis,Y,Active,31-03-2024,18-07-2024,India,williamphillips@example.net,9046436049,0.33,18-07-2024 00:00,melissa28
C0236,Sarah Jones,Y,Inactive,17-01-2024,01-09-2024,Germany,jeannesullivan@example.com,+1-308-869-5199x564,0.13,01-09-2024 00:00,jenny74
C0237,Tara Mcdonald,Y,Active,29-04-2025,20-06-2024,Germany,thomasmelissa@example.org,-2288,0.64,20-06-2024 00:00,aaronwyatt
C0238,Chad Green,N,Active,11-01-2024,05-08-2024,Australia,alvaradojack@example.org,4912625271,0.57,05-08-2024 00:00,bruce66
C0239,Anne Rodriguez DVM,Y,Offboarded,11-07-2025,26-10-2024,Australia,nicholsbarbara@example.org,001-380-696-1086x506,0.42,26-10-2024 00:00,pholland
C0240,Carlos Randall,N,Inactive,26-10-2024,08-06-2024,India,maryharrison@example.org,(351)355-1313x37568,0.02,08-06-2024 00:00,murphymichelle
C0241,Jonathan Jones,N,Offboarded,26-10-2024,16-02-2025,Canada,jacksonjeremy@example.com,-3732,0.18,16-02-2025 00:00,robertharrell
C0242,Amber Young,Y,Active,12-04-2024,11-09-2024,Germany,ymccarthy@example.org,-2270,0.75,11-09-2024 00:00,johnmccarty
C0243,Maureen Nolan,Y,Inactive,03-04-2024,02-05-2024,UK,bandrade@example.com,(648)804-6852,0.01,02-05-2024 00:00,garzathomas
C0244,Angela Turner,N,Inactive,18-11-2024,16-04-2024,USA,jonesanna@example.org,814.313.6909x323,0.52,16-04-2024 00:00,michaelhoffman
C0245,Charles Black,N,Inactive,13-09-2024,26-02-2024,Germany,haileymack@example.org,(544)727-2069,0.41,26-02-2024 00:00,davidfitzgerald
C0246,Monica Hull,N,Offboarded,06-01-2025,07-02-2024,Canada,qlong@example.com,001-262-561-5053,0.44,07-02-2024 00:00,karenrice
C0247,Joseph Watson,N,Offboarded,25-03-2025,24-09-2024,Germany,gibbsanthony@example.net,253.246.3653x94890,0.74,24-09-2024 00:00,brian48
C0248,David Nguyen,Y,Inactive,24-10-2024,10-08-2024,Canada,jenniferclark@example.com,3987193005,0.43,10-08-2024 00:00,nsmith
C0249,Mr. Darrell Cooke,Y,Offboarded,06-10-2024,19-09-2024,USA,jillfoster@example.net,+1-501-895-4528x37380,0.96,19-09-2024 00:00,anne31
C0250,Joshua Cantu,N,Offboarded,19-12-2024,06-04-2024,UK,brian51@example.org,+1-789-554-3817x7555,0.89,06-04-2024 00:00,tammyriley
C0251,Scott Brown,Y,Inactive,07-02-2025,28-01-2024,USA,dunnheather@example.com,-10515,0.47,28-01-2024 00:00,thendricks
C0252,Bryan Frazier,N,Active,06-08-2024,20-02-2024,India,kmcclure@example.com,(984)254-3666x1561,0.33,20-02-2024 00:00,xchristensen
C0253,Tiffany Gordon,Y,Active,19-12-2024,18-02-2024,India,gutierrezchristine@example.net,(293)886-6146,0.93,18-02-2024 00:00,nlove
C0254,Stephanie Mack,N,Offboarded,05-11-2024,16-05-2024,Canada,eneal@example.com,539.914.6833,0,16-05-2024 00:00,david43
C0255,Mitchell Curtis,Y,Offboarded,16-02-2025,30-11-2024,UK,wilsonamy@example.com,(686)742-0044x45457,0.08,30-11-2024 00:00,wcook
C0256,Danielle Smith,Y,Active,25-11-2024,14-08-2024,Germany,amber47@example.org,234-231-6764x824,0.57,14-08-2024 00:00,howellmichele
C0257,Ashley Ware,Y,Inactive,04-06-2025,26-03-2025,Canada,daniel30@example.com,861.600.0694x0113,0.95,26-03-2025 00:00,vwilson
C0258,Lisa Pollard,Y,Offboarded,13-05-2024,14-03-2025,Canada,ashleymiller@example.net,969-408-2836,0.09,14-03-2025 00:00,heather16
C0259,Michael Palmer,N,Offboarded,02-01-2025,16-05-2025,USA,anthonydiaz@example.net,(993)360-2603x451,0.43,16-05-2025 00:00,larry11
C0260,Ernest Lee,Y,Inactive,12-03-2024,31-05-2024,India,susanhayden@example.net,(352)259-0794,0.94,31-05-2024 00:00,bridget85
C0261,Rachel Mckinney,N,Inactive,17-05-2024,15-05-2024,Germany,ana79@example.com,001-484-600-3946x8517,0.03,15-05-2024 00:00,arthurwillis
C0262,Sharon Wright,Y,Active,22-07-2025,12-05-2025,UK,ryan99@example.com,(702)362-7928x641,0.56,12-05-2025 00:00,joshuabeck
C0263,Christopher Lewis,Y,Offboarded,13-01-2025,14-09-2024,India,comptonjason@example.org,(965)981-8506x156,0.15,14-09-2024 00:00,molly71
C0264,Kim Ford,Y,Inactive,06-02-2025,06-03-2024,Canada,jose35@example.org,001-611-798-1943x05149,0.64,06-03-2024 00:00,johnaguilar
C0265,Dawn Hood,N,Inactive,17-07-2024,22-03-2024,Canada,rfloyd@example.org,7825988688,0.12,22-03-2024 00:00,phernandez
C0266,Justin Wolfe,N,Offboarded,17-08-2024,26-02-2024,Australia,ttodd@example.com,5779831973,0.71,26-02-2024 00:00,moniquerich
C0267,Lori Gilbert,N,Active,25-07-2025,07-05-2025,USA,glendamoore@example.com,-10004,0.36,07-05-2025 00:00,erik08
C0268,Linda Arnold,Y,Active,04-06-2025,24-04-2024,Canada,melissaglenn@example.net,881-233-6085,0.22,24-04-2024 00:00,christopher40
C0269,Tyler Cook,N,Active,30-06-2025,28-05-2024,Australia,mark12@example.net,001-489-738-6954x68926,0.42,28-05-2024 00:00,owilliams
C0270,Lori Smith,Y,Offboarded,03-02-2024,08-01-2025,Australia,lindseyheath@example.org,(599)520-7251x970,0.38,08-01-2025 00:00,autumnnelson
C0271,Colleen Lloyd,Y,Inactive,22-04-2024,27-09-2024,Germany,zhicks@example.com,769.228.7063,0.16,27-09-2024 00:00,nbush
C0272,Denise Wilkins,Y,Offboarded,28-10-2024,08-12-2024,USA,debbiemcmahon@example.net,254.812.4075,0.45,08-12-2024 00:00,markrobles
C0273,William Boyd,Y,Offboarded,20-07-2024,21-09-2024,Australia,meredith30@example.net,806.937.4744x16979,0.73,21-09-2024 00:00,leonardosborne
C0274,Brian Schmitt,N,Inactive,17-05-2024,10-04-2024,Australia,clarkesusan@example.net,9565492051,0.27,10-04-2024 00:00,egordon
C0275,Jesse Porter,N,Offboarded,14-04-2025,07-10-2024,USA,jonesrobert@example.net,001-529-321-2728,0.36,07-10-2024 00:00,joseph71
C0276,Sydney Kelley,Y,Inactive,11-07-2025,30-09-2024,UK,perezbrandi@example.org,(580)458-9197,0.9,30-09-2024 00:00,mgarcia
C0277,Judy Austin,Y,Inactive,22-06-2024,19-04-2025,UK,julie40@example.com,2899150952,0.91,19-04-2025 00:00,gatkins
C0278,Hannah Williams,N,Offboarded,01-11-2024,19-03-2025,USA,wbrock@example.com,(740)905-7243,0.12,19-03-2025 00:00,robin94
C0279,Rhonda Griffin,Y,Inactive,06-03-2024,25-07-2024,UK,victorharper@example.com,(820)666-3732x796,0.12,25-07-2024 00:00,jennifer41
C0280,Brianna Howell,Y,Inactive,21-08-2024,23-06-2024,Canada,butlerdevin@example.org,353.492.4245x705,0.55,23-06-2024 00:00,tobrien
C0281,Summer Boone,Y,Offboarded,29-06-2024,20-02-2024,Germany,floresdebra@example.org,(489)978-1234x0802,0.21,20-02-2024 00:00,meganrollins
C0282,Charlene Olson,Y,Offboarded,06-01-2025,16-07-2024,Canada,georgeweber@example.com,(909)243-8830x0562,0.71,16-07-2024 00:00,mayeramanda
C0283,Joseph Reyes,N,Active,11-04-2025,13-09-2024,UK,fspencer@example.org,(692)959-3387,0.6,13-09-2024 00:00,adam77
C0284,Thomas Werner,N,Inactive,12-02-2025,01-04-2024,UK,jennasolis@example.org,001-931-600-2509x24893,0.77,01-04-2024 00:00,ashleyaguirre
C0285,Angela Ball,N,Active,13-10-2024,29-12-2024,Germany,jared66@example.com,(544)960-8759x42205,0.14,29-12-2024 00:00,ygilbert
C0286,Justin Avery MD,N,Inactive,21-02-2025,11-04-2025,USA,silvadavid@example.net,+1-567-797-4835x1075,0.22,11-04-2025 00:00,ldavis
C0287,Janet Estes,Y,Offboarded,04-02-2024,21-06-2024,Australia,byrdkaitlyn@example.org,938-451-2638x009,0.82,21-06-2024 00:00,wolfetimothy
C0288,Bryan Ruiz,Y,Active,21-01-2025,22-09-2024,Canada,danielmueller@example.com,3716418476,0.13,22-09-2024 00:00,chelsea63
C0289,Christopher Sanchez,N,Active,08-07-2025,07-02-2024,UK,adam41@example.com,316-361-6460x5165,0.6,07-02-2024 00:00,wesley82
C0290,Kaitlin Floyd,Y,Active,25-04-2024,11-12-2024,Germany,njones@example.com,001-684-500-9169x3601,0.3,11-12-2024 00:00,adamsmegan
C0291,Karen Gates,N,Active,03-01-2025,25-09-2024,Australia,george60@example.net,951.728.9823x667,0.78,25-09-2024 00:00,christopherbrown
C0292,Joseph Graham DDS,Y,Inactive,30-09-2024,26-02-2024,Germany,jason09@example.net,806-730-7843x946,0.03,26-02-2024 00:00,iharrison
C0293,Samantha Wilson DDS,N,Active,20-06-2025,06-01-2025,Canada,xhoover@example.org,001-468-990-6755,0.17,06-01-2025 00:00,daniellearnold
C0294,Danielle Barr,N,Active,21-04-2024,13-10-2024,USA,mooremadison@example.org,775-408-4357,0.23,13-10-2024 00:00,vcruz
C0295,Brian Patterson,Y,Offboarded,25-02-2025,30-05-2024,Germany,danasnyder@example.com,599-640-4142,0.16,30-05-2024 00:00,watsonadam
C0296,Joseph Love,Y,Offboarded,22-06-2025,19-05-2024,India,johnrichardson@example.net,538.489.5782x36751,0.51,19-05-2024 00:00,jgarner
C0297,Michael West,N,Inactive,09-03-2024,05-09-2024,UK,howeamanda@example.com,001-340-821-9959x1502,0.07,05-09-2024 00:00,peter44
C0298,Justin Swanson,Y,Inactive,09-06-2025,15-03-2025,USA,christopher59@example.com,(951)761-2738x94096,0.93,15-03-2025 00:00,chasesteven
C0299,Kevin Lopez,N,Offboarded,17-01-2024,29-06-2024,Canada,christinestevens@example.com,884-719-5045x00438,0.4,29-06-2024 00:00,vmoore
C0300,Richard Freeman,N,Inactive,03-03-2024,21-01-2025,India,rodriguezlauren@example.org,8138814601,0.13,21-01-2025 00:00,rhall
C0301,Kyle West,Y,Offboarded,21-11-2024,08-11-2024,Canada,davidrogers@example.org,865-664-1979,0.53,08-11-2024 00:00,zmartinez
C0302,Dwayne Duncan,N,Active,06-07-2024,21-11-2024,USA,michael92@example.org,758-516-9207x34599,0.53,21-11-2024 00:00,gvargas
C0303,Shari Gonzalez,Y,Inactive,08-01-2025,15-10-2024,UK,tstephens@example.net,940-847-2327x6394,0.61,15-10-2024 00:00,kellyporter
C0304,Patrick Whitaker,N,Active,06-12-2024,09-05-2025,India,opowers@example.net,+1-227-311-7888x577,0.37,09-05-2025 00:00,mendeztimothy
C0305,Jesse Bennett,N,Inactive,16-02-2025,31-01-2025,Australia,zkelley@example.net,001-834-286-6947,0.64,31-01-2025 00:00,shane48
C0306,Holly Howe,Y,Active,14-07-2024,02-05-2024,Germany,janice15@example.net,430-603-2371x74865,0.1,02-05-2024 00:00,cookchristopher
C0307,Jeremy Fields,Y,Active,18-02-2025,24-05-2024,USA,larsenstuart@example.org,858-205-0267,0.34,24-05-2024 00:00,dwayne10
C0308,Crystal Wood,N,Inactive,15-06-2025,18-01-2025,India,wrightmichael@example.net,(748)992-7960x8652,0.07,18-01-2025 00:00,brandon80
C0309,Robert Richardson,Y,Active,05-06-2024,05-03-2025,UK,daniellerocha@example.org,778.369.3062x467,0.66,05-03-2025 00:00,heather89
C0310,Jack Rivas,Y,Offboarded,03-03-2025,10-10-2024,USA,harrisemily@example.net,001-723-233-2373x4859,0.19,10-10-2024 00:00,xdickerson
C0311,Eric Mccarty,Y,Inactive,28-09-2024,22-01-2024,Canada,craig28@example.net,001-423-326-6608,0.24,22-01-2024 00:00,bellis
C0312,Anthony Armstrong,N,Inactive,04-02-2024,18-09-2024,India,andersonmary@example.org,674-683-7517x12641,0.59,18-09-2024 00:00,shawnrowe
C0313,David Martin,N,Active,08-11-2024,03-09-2024,Canada,justingarcia@example.com,+1-927-736-4960x485,0.22,03-09-2024 00:00,jodidiaz
C0314,Amber Patterson,Y,Active,28-03-2025,26-02-2025,India,whitescott@example.org,001-556-739-0874,0.22,26-02-2025 00:00,ashleyschneider
C0315,Michael Hughes,Y,Offboarded,19-02-2024,21-01-2024,India,lopezlaura@example.com,5072136479,0.08,21-01-2024 00:00,penny48
C0316,Erica Taylor,N,Inactive,14-10-2024,06-12-2024,Australia,cookedavid@example.net,7139049004,0.47,06-12-2024 00:00,ymason
C0317,Catherine Williamson,Y,Offboarded,05-03-2025,12-11-2024,Germany,roger24@example.net,+1-229-475-4341x377,0.99,12-11-2024 00:00,jcarson
C0318,Dominique Lowe,Y,Offboarded,12-03-2025,23-08-2024,Australia,vfranco@example.net,752-787-3964,0.76,23-08-2024 00:00,lisa75
C0319,Eddie Anderson,Y,Inactive,23-03-2024,06-01-2025,India,jon48@example.org,001-453-869-4651x284,0.87,06-01-2025 00:00,lauradean
C0320,Christopher Stewart,Y,Inactive,28-09-2024,09-03-2025,UK,darlenedavis@example.com,001-216-706-0380x8561,0.23,09-03-2025 00:00,emily87
C0321,Kathleen Dudley,N,Offboarded,17-04-2025,10-06-2024,Germany,rogersrachel@example.org,787-800-7055x26694,0.4,10-06-2024 00:00,kimberlythompson
C0322,Shawn Miller,N,Active,09-05-2025,31-12-2024,Australia,fisherroger@example.com,001-439-299-5240,0.1,31-12-2024 00:00,garciajustin
C0323,Timothy Walker,N,Active,11-02-2025,16-01-2025,USA,erikgarcia@example.com,702-918-7015x5448,0.6,16-01-2025 00:00,ydurham
C0324,Aaron Bradley,Y,Active,30-01-2025,21-10-2024,USA,amorgan@example.org,001-214-538-6859,0.34,21-10-2024 00:00,cristian36
C0325,Christine Hardin,N,Active,22-04-2025,21-02-2024,India,david97@example.com,446.866.9062x757,0.6,21-02-2024 00:00,lsmith
C0326,Tonya Elliott,Y,Active,10-12-2024,14-03-2024,Germany,katiegross@example.org,2799020140,0.16,14-03-2024 00:00,rbeasley
C0327,Scott Davis,N,Offboarded,29-02-2024,04-05-2024,Australia,hfrancis@example.org,871.711.8680,0.5,04-05-2024 00:00,larry07
C0328,Joshua Lawson,N,Offboarded,25-05-2024,05-02-2024,Australia,terristanton@example.com,001-733-870-7840x80010,0.4,05-02-2024 00:00,davidpatton
C0329,Laurie Graham,Y,Inactive,22-05-2025,19-03-2024,Canada,leemarissa@example.org,7523488035,0.12,19-03-2024 00:00,jasmine92
C0330,David Mitchell,N,Offboarded,07-07-2024,28-10-2024,USA,kimberlyconrad@example.org,301-224-6498x9691,0.64,28-10-2024 00:00,glentorres
C0331,Jennifer King,N,Inactive,23-01-2024,22-01-2024,UK,esalinas@example.org,984-315-1283,0.54,22-01-2024 00:00,jasongreene
C0332,Cynthia Wheeler,Y,Inactive,01-07-2024,13-09-2024,UK,gary76@example.org,843.248.8590x92856,0.76,13-09-2024 00:00,terri66
C0333,Collin Rodriguez,Y,Offboarded,10-03-2024,24-07-2024,Germany,lawsonautumn@example.net,(500)962-4261,0.83,24-07-2024 00:00,ryanhartman
C0334,Paul Perez,N,Active,11-04-2025,17-01-2025,Australia,khendricks@example.com,(689)930-6024x057,0.1,17-01-2025 00:00,qpage
C0335,Rachel Ross,Y,Offboarded,28-05-2024,30-08-2024,India,gmoody@example.org,(726)692-4587x0291,0.7,30-08-2024 00:00,stephanie19
C0336,Brenda Ellis,N,Inactive,20-10-2024,20-05-2024,Australia,murraycarolyn@example.org,-5550,0.4,20-05-2024 00:00,thompsonjames
C0337,Jamie Potter,Y,Inactive,17-02-2025,05-06-2024,UK,hallmichael@example.com,001-397-908-8470x2030,0.95,05-06-2024 00:00,flowe
C0338,Noah Hernandez,N,Offboarded,06-09-2024,23-03-2024,Canada,debbie11@example.org,716.404.8356x830,0.94,23-03-2024 00:00,rogersjeffrey
C0339,Elizabeth Chavez,Y,Active,12-02-2025,06-03-2025,Australia,hernandezkimberly@example.org,001-848-936-6973,0.94,06-03-2025 00:00,jamesward
